BioWare 3.0 Export
Device:	Force plate 9286AA	Force plate 9286AA	Force plate 9286AA	Force plate 9286AA	Voltage Custom
Samples (#):	8000	8000	8000	8000	8000
Rate (Hz):	1001.000000	1001.000000	1001.000000	1001.000000	1001.000000
Contact period start (sample #):	17	17	17	17	0
Contact period end (sample #):	19	19	19	19	7999
Contact period start time (s):	0.016983	0.016983	0.016983	0.016983	0.000000
Contact period end time (s):	0.018981	0.018981	0.018981	0.018981	7.991009
First sample time (s):	0.000000	0.000000	0.000000	0.000000	0.000000
Normalized force (N):	800.000000	800.000000	800.000000	800.000000	800.000000
Normalized length (m):	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000
abs time (s)	Fx	Fy	Fz	Ft	aux
	N	N	N	N	V
6.276723	-0.372625	-0.086328	-8.622059	8.630539	-0.002441
6.277722	-0.319219	-0.116846	-8.599171	8.605887	-0.002747
6.278721	-0.368811	-0.051995	-8.538135	8.546255	0.000916
6.279720	-0.441291	-0.013848	-8.431322	8.442874	0.001526
6.280719	-0.498512	0.001411	-8.423692	8.438430	-0.000153
6.281718	-0.590066	-0.013848	-8.255843	8.276914	0.042267
6.282717	-0.559548	-0.017662	-8.423692	8.442274	0.002594
6.283716	-0.475624	-0.113031	-8.721243	8.734934	0.001526
6.284715	-0.372625	-0.139734	-8.835686	8.844643	0.026398
6.285714	-0.273442	-0.158808	-8.835686	8.841342	0.002289
6.286713	-0.334478	-0.177882	-8.751761	8.759957	0.000000
6.287712	-0.399329	-0.097772	-8.637319	8.647098	-0.003815
6.288711	-0.525216	0.020485	-8.438951	8.455304	0.002899
6.289710	-0.639658	0.051003	-8.461840	8.486135	-0.001068
6.290709	-0.712139	0.051003	-8.469469	8.499509	-0.002136
6.291708	-0.696880	0.047189	-8.347397	8.376569	0.049134
6.292707	-0.593881	-0.013848	-8.393174	8.414170	-0.001678
6.293706	-0.380255	-0.151179	-8.561023	8.570798	-0.002136
6.294705	-0.235294	-0.154994	-8.690725	8.695291	-0.001678
6.295704	-0.197147	-0.124475	-8.644948	8.648092	0.000458
6.296703	-0.349737	-0.025292	-8.606800	8.613940	0.001373
6.297702	-0.540475	0.051003	-8.660207	8.677206	0.000458
6.298701	-0.708324	0.089151	-8.675466	8.704791	0.059968
6.299700	-0.765545	0.173075	-8.538135	8.574133	0.002441
6.300699	-0.765545	0.142557	-8.423692	8.459608	0.001373
6.301698	-0.651102	0.001411	-8.324508	8.349933	0.001221
6.302697	-0.521401	-0.074884	-8.454210	8.470604	0.000916
6.303696	-0.414588	-0.139734	-8.637318	8.648392	-0.000153
6.304695	-0.273442	-0.174067	-8.728873	8.734889	-0.003204
6.305694	-0.281071	-0.105402	-8.728873	8.734033	0.029145
6.306693	-0.429847	0.047189	-8.614430	8.625277	-0.000610
6.307692	-0.529030	0.092966	-8.545764	8.562628	-0.002136
6.308691	-0.635843	0.054818	-8.492358	8.516304	0.029755
6.309690	-0.685435	0.016670	-8.545764	8.573225	-0.002289
6.310689	-0.666361	-0.109216	-8.698355	8.724525	-0.001221
6.311688	-0.559548	-0.200771	-8.728873	8.749093	-0.001373
6.312687	-0.323033	-0.242733	-8.667836	8.677249	0.000916
6.313686	-0.246738	-0.135920	-8.538135	8.542780	0.001373
6.314685	-0.315404	-0.063439	-8.667837	8.673805	0.000916
6.315684	-0.475624	0.066262	-8.583912	8.597334	0.060121
6.316683	-0.536660	0.134928	-8.614430	8.632185	0.002747
6.317682	-0.555734	0.085336	-8.782279	8.800258	0.002136
6.318681	-0.559548	-0.067254	-8.759391	8.777502	-0.000610
6.319680	-0.574807	-0.181697	-8.751761	8.772499	0.000305
6.320679	-0.418402	-0.326658	-8.507617	8.524160	-0.001526
6.321678	-0.342107	-0.284695	-8.408433	8.420204	-0.002899
6.322677	-0.315404	-0.124475	-8.377915	8.384774	0.051423
6.323676	-0.349737	0.073892	-8.522876	8.530368	0.001068
6.324675	-0.441291	0.234112	-8.614430	8.628902	-0.002747
6.325674	-0.540475	0.295148	-8.789909	8.811454	0.004425
6.326673	-0.597696	0.192149	-8.767020	8.789471	-0.001984
6.327672	-0.555734	-0.055810	-8.759390	8.777179	0.000153
6.328671	-0.536660	-0.299954	-8.652578	8.674392	-0.001831
6.329670	-0.475624	-0.315213	-8.515246	8.534342	0.019684
6.330669	-0.445106	-0.254177	-8.507617	8.523043	0.002441
6.331668	-0.387884	-0.078698	-8.454210	8.463470	0.001221
6.332667	-0.410773	0.169261	-8.736502	8.747791	0.045472
6.333666	-0.521401	0.333295	-8.660207	8.682288	0.002747
6.334665	-0.582437	0.279889	-8.873833	8.897330	0.002441
6.335664	-0.628214	0.066262	-8.721243	8.744091	-0.000916
6.336663	-0.609140	-0.105402	-8.591541	8.613753	0.000305
6.337662	-0.597696	-0.242733	-8.499987	8.524432	-0.000916
6.338661	-0.567178	-0.242733	-8.469469	8.491909	-0.001831
6.339660	-0.544289	-0.105402	-8.408433	8.426690	0.042878
6.340659	-0.483253	0.092966	-8.271102	8.285729	0.000000
6.341658	-0.422217	0.230297	-8.385545	8.399325	-0.003357
6.342657	-0.426032	0.192149	-8.370286	8.383323	-0.004883
6.343656	-0.429847	0.024300	-8.538135	8.548983	-0.002441
6.344655	-0.464179	-0.181697	-8.629689	8.644074	0.000763
6.345654	-0.509957	-0.299954	-8.744132	8.764124	-0.001221
6.346653	-0.555734	-0.338102	-8.828056	8.851990	0.046387
6.347652	-0.612955	-0.238918	-8.667836	8.692766	0.002747
6.348651	-0.548104	-0.021477	-8.591542	8.609034	0.001678
6.349650	-0.506142	0.150187	-8.423692	8.440221	0.021820
6.350649	-0.441291	0.237926	-8.377915	8.392902	0.002747
6.351648	-0.376440	0.127298	-8.316879	8.326367	0.002899
6.352647	-0.433661	-0.063439	-8.438951	8.450324	-0.001373
6.353646	-0.509957	-0.235103	-8.469469	8.488064	0.006409
6.354645	-0.540475	-0.292325	-8.606800	8.628707	-0.001831
6.355644	-0.567178	-0.208400	-8.751761	8.772596	-0.000916
6.356643	-0.506142	-0.055810	-8.812797	8.827496	0.014191
6.357642	-0.403143	0.127298	-8.866204	8.876278	-0.001221
6.358641	-0.364996	0.272259	-8.973017	8.984563	-0.002899
6.359640	-0.429847	0.173075	-8.812797	8.824971	-0.005035
6.360639	-0.448920	-0.002403	-8.477099	8.488977	-0.001526
6.361638	-0.506142	-0.200771	-8.400803	8.418431	0.001068
6.362637	-0.555734	-0.307584	-8.454210	8.478037	-0.000153
6.363636	-0.548104	-0.303769	-8.614430	8.637193	0.060426
6.364635	-0.509957	-0.151179	-8.904351	8.920223	0.002747
6.365634	-0.418402	0.039559	-8.942499	8.952369	0.001526
6.366633	-0.406958	0.176890	-9.026424	9.037324	-0.000610
6.367632	-0.342107	0.218853	-8.797538	8.806907	0.001678
6.368631	-0.376440	0.092966	-8.713614	8.722237	0.002899
6.369630	-0.494697	-0.032921	-8.515246	8.529668	-0.001373
6.370629	-0.673991	-0.242733	-8.568653	8.598546	0.033417
6.371628	-0.639658	-0.322843	-8.675466	8.705004	-0.001526
6.372627	-0.654917	-0.242733	-8.843315	8.870855	-0.001373
6.373626	-0.609140	0.009041	-8.820427	8.841440	0.002441
6.374625	-0.521401	0.203594	-8.622059	8.640209	-0.001221
6.375624	-0.380255	0.241741	-8.583912	8.595730	-0.002441
6.376623	-0.300145	0.199779	-8.286361	8.294201	-0.004730
6.377622	-0.361181	0.012856	-8.469469	8.477177	0.000153
6.378621	-0.445106	-0.196956	-8.538135	8.551997	0.001068
6.379620	-0.559548	-0.311398	-8.461840	8.486035	0.000000
6.380619	-0.616770	-0.319028	-8.545764	8.573930	0.057527
6.381618	-0.578622	-0.147364	-8.660207	8.680766	0.002747
6.382617	-0.513771	0.085336	-8.759391	8.774860	0.002136
6.383616	-0.445106	0.180705	-8.744132	8.757318	-0.001068
6.384615	-0.387884	0.173075	-8.583912	8.594414	0.002136
6.385614	-0.380255	0.134928	-8.370286	8.380005	0.001984
6.386613	-0.483253	-0.006218	-8.332138	8.346143	-0.001373
6.387612	-0.616770	-0.158808	-8.377915	8.402088	0.052949
6.388611	-0.666361	-0.196956	-8.408433	8.437095	-0.000610
6.389610	-0.536660	-0.170253	-8.492358	8.511001	-0.002136
6.390609	-0.406958	-0.071069	-8.629689	8.639572	0.000458
6.391608	-0.323034	0.051003	-8.652577	8.658756	-0.003052
6.392607	-0.319219	0.169261	-8.751761	8.759217	-0.001984
6.393606	-0.414588	0.150187	-8.744132	8.755243	-0.003662
6.394605	-0.593881	0.024300	-8.408433	8.429415	0.023957
6.395604	-0.696880	-0.132105	-8.332138	8.362273	0.001678
6.396603	-0.673991	-0.265621	-8.263472	8.295167	0.000763
6.397602	-0.544289	-0.212215	-8.271102	8.291707	0.041962
6.398601	-0.471809	-0.051995	-8.622059	8.635115	0.002594
6.399600	-0.414588	0.092966	-8.835686	8.845896	0.002289
6.400599	-0.414588	0.173075	-8.835686	8.847100	-0.000763
6.401598	-0.445106	0.161631	-8.629689	8.642672	0.002441
6.402597	-0.525216	0.028115	-8.499987	8.516245	0.001373
6.403596	-0.632029	-0.181697	-8.423692	8.449323	-0.001221
6.404595	-0.548104	-0.246548	-8.484728	8.505987	0.057221
6.405594	-0.529030	-0.277066	-8.591541	8.612272	0.000305
6.406593	-0.467994	-0.154994	-8.583912	8.598057	-0.001984
6.407592	-0.361181	0.031930	-8.515246	8.522963	-0.003662
6.408591	-0.361181	0.127298	-8.492358	8.500988	-0.002899
6.409590	-0.422217	0.066262	-8.438951	8.449766	-0.002441
6.410589	-0.483253	-0.044366	-8.461840	8.475744	-0.002747
6.411588	-0.593881	-0.093957	-8.461840	8.483175	0.048981
6.412587	-0.605325	-0.162623	-8.660207	8.682860	0.001526
6.413586	-0.616770	-0.204585	-8.744132	8.768244	0.000763
6.414585	-0.586252	-0.120661	-8.667837	8.688478	0.016785
6.415584	-0.475624	-0.002403	-8.568653	8.581843	0.002594
6.416583	-0.418402	0.073892	-8.423692	8.434400	0.001984
6.417582	-0.387884	0.131113	-8.477099	8.486981	-0.000458
6.418581	-0.380255	0.096780	-8.583912	8.592875	0.012665
6.419580	-0.395514	-0.029107	-8.828056	8.836960	0.000610
6.420579	-0.445106	-0.143549	-9.003535	9.015674	-0.001373
6.421578	-0.570993	-0.208400	-8.942499	8.963133	0.047150
6.422577	-0.597696	-0.208400	-8.713614	8.736574	0.000000
6.423576	-0.574807	-0.082513	-8.499987	8.519800	-0.001221
6.424575	-0.521401	0.100595	-8.438951	8.455642	-0.004730
6.425574	-0.582437	0.234112	-8.477099	8.500308	-0.002441
6.426573	-0.555734	0.222667	-8.553394	8.574320	-0.002136
6.427572	-0.509957	0.024300	-8.805168	8.819956	-0.001678
6.428571	-0.429847	-0.166438	-8.850945	8.862939	0.060578
6.429570	-0.406958	-0.292325	-8.904351	8.918438	0.001831
6.430569	-0.334478	-0.277066	-8.873833	8.884456	0.000916
6.431568	-0.364996	-0.116846	-8.667837	8.676305	-0.000763
6.432567	-0.460365	0.104410	-8.690725	8.703536	0.002289
6.433566	-0.616770	0.272259	-9.003535	9.028741	0.002594
6.434565	-0.712139	0.268444	-9.003535	9.035643	0.000305
6.435564	-0.647288	0.169261	-8.995905	9.020751	0.039216
6.436563	-0.509957	0.005226	-8.622060	8.637129	0.000916
6.437562	-0.429847	-0.158808	-8.225325	8.238080	-0.002289
6.438561	-0.296330	-0.212215	-8.049846	8.058093	0.025025
6.439560	-0.269627	-0.208400	-8.461840	8.468699	-0.000763
6.440559	-0.384070	-0.040551	-8.767020	8.775523	0.001526
6.441558	-0.494697	0.089151	-9.072201	9.086116	-0.005341
6.442557	-0.513771	0.161631	-8.919610	8.935857	-0.001068
6.443556	-0.506142	0.054818	-8.744131	8.758939	-0.001068
6.444555	-0.551919	-0.055810	-8.408433	8.426712	-0.000305
6.445554	-0.490883	-0.166438	-8.065105	8.081744	0.054780
6.446553	-0.429847	-0.219844	-8.187177	8.201401	0.001984
6.447552	-0.445106	-0.219844	-8.347397	8.362146	0.002136
6.448551	-0.490883	-0.135920	-8.545764	8.560930	-0.000916
6.449550	-0.509957	0.070077	-8.591541	8.606948	0.001984
6.450549	-0.437476	0.176890	-8.614430	8.627345	0.002289
6.451548	-0.498512	0.108225	-8.446581	8.461971	0.001068
6.452547	-0.502327	-0.021477	-8.332138	8.347294	0.057374
6.453546	-0.517586	-0.151179	-8.477099	8.494230	0.001221
6.454545	-0.570993	-0.364805	-8.576282	8.603007	-0.001831
6.455544	-0.586252	-0.349546	-8.522876	8.550163	0.000153
6.456543	-0.544289	-0.200771	-8.408433	8.428423	-0.001221
6.457542	-0.445106	-0.059625	-8.408433	8.420417	-0.000153
6.458541	-0.483253	0.092966	-8.431322	8.445671	-0.005646
6.459540	-0.540475	0.131113	-8.423692	8.442031	0.026703
6.460539	-0.521401	0.081521	-8.683096	8.699118	-0.000916
6.461538	-0.509957	0.005226	-8.583912	8.599048	-0.000305
6.462537	-0.517586	-0.093957	-8.637318	8.653323	0.036774
6.463536	-0.567178	-0.231289	-8.698354	8.719894	0.002136
6.464535	-0.551919	-0.223659	-8.713614	8.733940	0.001831
6.465534	-0.521401	-0.143549	-8.675466	8.692305	-0.000305
6.466533	-0.429847	-0.059625	-8.583912	8.594874	0.002136
6.467532	-0.345922	0.016670	-8.728873	8.735740	0.002441
6.468531	-0.342107	0.066262	-8.850945	8.857802	0.001221
6.469530	-0.414588	0.081521	-8.690725	8.700990	0.058595
6.470529	-0.506142	-0.021477	-8.652578	8.667395	0.000610
6.471528	-0.635843	-0.078698	-8.698355	8.721919	-0.002289
6.472527	-0.666361	-0.067254	-8.667836	8.693673	-0.003510
6.473526	-0.643473	-0.036736	-8.629689	8.653724	0.004425
6.474525	-0.544289	-0.002403	-8.599171	8.616380	-0.001068
6.475524	-0.422217	0.005226	-8.507617	8.518089	-0.005188
6.476523	-0.361181	0.089151	-8.469469	8.477636	0.049134
6.477522	-0.380255	0.096780	-8.431322	8.440447	-0.000610
6.478521	-0.445106	0.016670	-8.652578	8.664035	0.000153
6.479520	-0.494697	-0.071069	-8.644948	8.659382	0.011292
6.480519	-0.529030	-0.139734	-8.629689	8.647019	0.002441
6.481518	-0.601511	-0.143549	-8.561023	8.583329	0.002289
6.482517	-0.548104	-0.109216	-8.499987	8.518341	-0.000305
6.483516	-0.414588	-0.021477	-8.492358	8.502499	0.016632
6.484515	-0.250553	0.051003	-8.545764	8.549589	0.002899
6.485514	-0.307774	0.081521	-8.522876	8.528821	0.000763
6.486513	-0.414588	0.070077	-8.377915	8.388460	0.045777
6.487512	-0.445106	-0.013848	-8.545764	8.557359	-0.000305
6.488511	-0.536660	-0.109216	-8.713614	8.730807	-0.002136
6.489510	-0.647288	-0.151179	-8.881463	8.906302	-0.003357
6.490509	-0.601511	-0.116846	-8.812797	8.834074	0.000153
6.491508	-0.479438	-0.059625	-8.759391	8.772704	-0.001221
6.492507	-0.395514	0.051003	-8.736502	8.745599	-0.003815
6.493506	-0.414588	0.142557	-8.637319	8.648438	0.057374
6.494505	-0.426032	0.131113	-8.721243	8.732627	0.001221
6.495504	-0.498512	0.047189	-8.667837	8.682288	0.000458
6.496503	-0.570993	-0.017662	-8.438951	8.458265	-0.001678
6.497502	-0.616770	-0.128290	-8.454210	8.477649	0.001526
6.498501	-0.582437	-0.174067	-8.606800	8.628241	0.001984
6.499500	-0.479438	-0.132105	-8.843315	8.857287	-0.000153
6.500500	-0.464179	0.028115	-8.759391	8.771726	0.043793
6.501499	-0.422217	0.112039	-8.744131	8.755036	0.003357
6.502498	-0.490883	0.131113	-8.782279	8.796965	0.000916
6.503497	-0.586252	0.104410	-8.499987	8.520820	0.022126
6.504496	-0.567178	-0.051995	-8.454210	8.473374	-0.001221
6.505495	-0.521401	-0.242733	-8.408433	8.428079	-0.000916
6.506494	-0.414588	-0.254177	-8.461840	8.475802	-0.004120
6.507493	-0.353552	-0.151179	-8.614430	8.623007	0.008087
6.508492	-0.334478	0.012856	-8.751761	8.758160	-0.002594
6.509491	-0.326848	0.138743	-8.835686	8.842817	-0.003204
6.510490	-0.452735	0.237926	-8.583912	8.599135	0.049439
6.511489	-0.689250	0.165446	-8.362656	8.392643	0.001221
6.512488	-0.792248	-0.040551	-8.179548	8.217926	0.000763
6.513487	-0.715953	-0.196956	-8.149030	8.182791	-0.000763
6.514486	-0.654917	-0.250362	-8.263472	8.293164	0.002136
6.515485	-0.479438	-0.204585	-8.423692	8.439805	0.002289
6.516484	-0.258183	-0.059625	-8.721243	8.725268	0.000610
6.517483	-0.208591	0.089151	-8.805168	8.808089	0.059663
6.518482	-0.303960	0.123484	-8.820427	8.826526	0.003510
6.519481	-0.456550	0.085336	-8.583912	8.596468	-0.000458
6.520480	-0.601511	-0.044366	-8.370286	8.391988	-0.001831
6.521479	-0.666361	-0.189326	-8.286361	8.315267	-0.002289
6.522478	-0.673991	-0.204585	-8.416062	8.445486	-0.000610
6.523477	-0.578622	-0.078698	-8.751761	8.771221	-0.003662
6.524476	-0.471809	0.012856	-8.973017	8.985422	0.031586
6.525475	-0.403143	0.092966	-8.942499	8.952064	-0.002289
6.526474	-0.323033	0.085336	-8.759391	8.765760	-0.003815
6.527473	-0.284886	0.024300	-8.561023	8.565796	0.030671
6.528472	-0.399329	-0.124475	-8.530505	8.540754	0.001678
6.529471	-0.548104	-0.254177	-8.606800	8.627980	0.001373
6.530470	-0.567178	-0.299954	-8.652577	8.676333	-0.000610
6.531469	-0.574807	-0.193141	-8.683096	8.704244	0.002289
6.532468	-0.582437	-0.021477	-8.652578	8.672185	0.002441
6.533467	-0.521401	0.115854	-8.446581	8.463451	0.000610
6.534466	-0.502327	0.192149	-8.255843	8.273342	0.059052
6.535465	-0.483253	0.157816	-8.324509	8.340017	0.003510
6.536464	-0.517586	0.070077	-8.484728	8.500789	-0.000610
6.537463	-0.475624	-0.055810	-8.644948	8.658202	-0.003357
6.538462	-0.395514	-0.158808	-8.881463	8.891683	-0.002747
6.539461	-0.433661	-0.162623	-8.934869	8.946865	-0.000458
6.540460	-0.448920	-0.074884	-8.751761	8.763587	-0.002289
6.541459	-0.433661	-0.044366	-8.576283	8.587354	0.052186
6.542458	-0.471809	0.039559	-8.515246	8.528399	-0.002289
6.543457	-0.555734	0.066262	-8.499987	8.518393	-0.002441
6.544456	-0.582437	0.043374	-8.469469	8.489583	0.005188
6.545455	-0.597696	-0.051995	-8.515246	8.536355	0.001068
6.546454	-0.601511	-0.132105	-8.461840	8.484220	0.001984
6.547453	-0.498512	-0.071069	-8.477099	8.492042	0.000000
6.548452	-0.380255	-0.032921	-8.583912	8.592393	0.021820
6.549451	-0.391699	0.012856	-8.782279	8.791019	0.002747
6.550450	-0.414588	0.062448	-8.705984	8.716074	0.001526
6.551449	-0.471809	0.092966	-8.698355	8.711637	0.045472
6.552448	-0.570993	0.062448	-8.767020	8.785817	0.002441
6.553447	-0.715953	-0.036736	-8.713614	8.743055	0.000000
6.554446	-0.727398	-0.090143	-8.461840	8.493525	-0.004273
6.555445	-0.662547	-0.177882	-8.454210	8.481998	-0.002136
6.556444	-0.509957	-0.151179	-8.767020	8.783140	-0.000458
6.557443	-0.376440	-0.051995	-8.889092	8.897212	-0.000153
6.558442	-0.269627	0.089151	-8.957758	8.962258	0.056764
6.559441	-0.281071	0.180705	-8.911981	8.918243	-0.002136
6.560440	-0.414588	0.127298	-8.629689	8.640580	-0.002594
6.561439	-0.532845	0.028115	-8.446581	8.463418	-0.001373
6.562438	-0.578622	-0.154994	-8.499987	8.521069	0.000610
6.563437	-0.654917	-0.322843	-8.698354	8.728947	0.002441
6.564436	-0.540475	-0.296139	-8.858574	8.879986	0.000153
6.565435	-0.345922	-0.216030	-9.041682	9.050876	0.048066
6.566434	-0.261997	-0.048180	-9.026423	9.030354	0.002594
6.567433	-0.261997	0.150187	-8.850945	8.856095	0.001068
6.568432	-0.364996	0.234112	-8.622060	8.632957	0.020600
6.569431	-0.475624	0.188334	-8.423692	8.439211	0.001068
6.570430	-0.662547	-0.036736	-8.408433	8.434575	-0.000458
6.571429	-0.715953	-0.162623	-8.469469	8.501232	-0.004883
6.572428	-0.605325	-0.189326	-8.698355	8.721447	0.006714
6.573427	-0.498512	-0.132105	-8.728873	8.744094	-0.000305
6.574426	-0.384070	0.028115	-8.591541	8.600168	-0.000916
6.575425	-0.380255	0.142557	-8.446581	8.456337	0.046387
6.576424	-0.433661	0.203594	-8.400804	8.414453	-0.002289
6.577423	-0.525216	0.070077	-8.416063	8.432726	-0.001526
6.578422	-0.647288	-0.078698	-8.377915	8.403251	-0.001526
6.579421	-0.609140	-0.177882	-8.362656	8.386698	0.001068
6.580420	-0.559548	-0.261807	-8.385545	8.408269	0.001678
6.581419	-0.441291	-0.204585	-8.301620	8.315857	0.000610
6.582418	-0.292515	-0.051995	-8.484728	8.489928	0.061494
6.583417	-0.338293	0.054818	-8.652578	8.659362	0.002594
6.584416	-0.437476	0.131113	-8.622059	8.634146	0.001373
6.585415	-0.551919	0.154002	-8.492358	8.511667	0.000000
6.586414	-0.639658	0.070077	-8.438951	8.463449	0.000458
6.587413	-0.723583	-0.086328	-8.499987	8.531167	0.000458
6.588412	-0.700694	-0.250362	-8.622059	8.654107	-0.004120
6.589411	-0.517586	-0.242733	-8.759391	8.778026	0.033722
6.590410	-0.353552	-0.158808	-8.622059	8.630766	-0.000916
6.591409	-0.273442	-0.025292	-8.515246	8.519673	-0.001678
6.592408	-0.296330	0.062448	-8.576282	8.581628	0.025483
6.593407	-0.395514	0.134928	-8.629689	8.639801	-0.002441
6.594406	-0.590066	0.169261	-8.530505	8.552564	-0.000610
6.595405	-0.715953	0.058633	-8.416062	8.446664	-0.001831
6.596404	-0.784619	-0.097772	-8.400804	8.437931	0.002136
6.597403	-0.666361	-0.208400	-8.515246	8.543822	0.003052
6.598402	-0.437476	-0.174067	-8.728873	8.741562	0.001373
6.599401	-0.239109	-0.109216	-8.850945	8.854848	0.057984
6.600400	-0.200961	0.035744	-8.873833	8.876180	0.002136
6.601399	-0.303960	0.092966	-8.561023	8.566922	0.002747
6.602398	-0.460365	0.054818	-8.339767	8.352644	-0.000763
6.603397	-0.574807	0.020485	-8.385544	8.405247	-0.000153
6.604396	-0.712139	-0.101587	-8.461840	8.492361	0.000000
6.605395	-0.719768	-0.154994	-8.522876	8.554619	-0.003662
6.606394	-0.597696	-0.208400	-8.660207	8.683309	0.054475
6.607393	-0.368811	-0.128290	-8.705984	8.714737	0.000610
6.608392	-0.239109	-0.002403	-8.652578	8.655881	-0.002136
6.609391	-0.208591	0.024300	-8.705984	8.708517	-0.001678
6.610390	-0.311589	0.058633	-8.591541	8.597390	-0.001526
6.611389	-0.513771	0.062448	-8.454210	8.470037	0.000763
6.612388	-0.704509	0.066262	-8.248213	8.278511	-0.001068
6.613387	-0.788434	0.020485	-8.385545	8.422553	0.026398
6.614386	-0.765545	-0.036736	-8.683096	8.716855	0.002747
6.615385	-0.647288	-0.082513	-8.873833	8.897792	0.001221
6.616384	-0.460365	-0.040551	-8.873833	8.885860	0.040589
6.617383	-0.277256	0.005226	-8.705984	8.710400	0.001984
6.618382	-0.197147	-0.025292	-8.499987	8.502311	0.002136
6.619381	-0.277256	-0.090143	-8.408433	8.413486	-0.001831
6.620380	-0.426032	-0.093957	-8.484728	8.495937	0.000153
6.621379	-0.628214	-0.059625	-8.652577	8.675558	-0.001526
6.622378	-0.700694	-0.078698	-8.835686	8.863775	-0.002747
6.623377	-0.658732	-0.021477	-8.904351	8.928710	0.050202
6.624376	-0.548104	0.012856	-8.850945	8.867909	0.000458
6.625375	-0.460365	0.047189	-8.759391	8.771607	-0.002747
6.626374	-0.406958	-0.025292	-8.713614	8.723148	-0.005341
6.627373	-0.357366	-0.074884	-8.683095	8.690769	-0.001678
6.628372	-0.368811	-0.113031	-8.698355	8.706904	0.000763
6.629371	-0.437476	-0.059625	-8.667837	8.679074	-0.000763
6.630370	-0.513771	0.016670	-8.690725	8.705914	0.051118
6.631369	-0.563363	0.051003	-8.728873	8.747182	0.002441
6.632368	-0.498512	0.081521	-8.683096	8.697776	0.001678
6.633367	-0.387884	0.073892	-8.599171	8.608232	0.015869
6.634366	-0.384070	-0.002403	-8.644948	8.653476	0.002136
6.635365	-0.452735	-0.067254	-8.561023	8.573250	0.002594
6.636364	-0.536660	-0.116846	-8.438951	8.456805	-0.002136
6.637363	-0.567178	-0.082513	-8.499987	8.519289	0.012207
6.638362	-0.593881	-0.006218	-8.515246	8.535933	-0.001831
6.639361	-0.567178	0.020485	-8.355027	8.374281	-0.001526
6.640360	-0.464179	0.092966	-8.377915	8.391279	-0.001678
6.641359	-0.410773	0.039559	-8.522876	8.532861	-0.001068
6.642358	-0.368811	-0.032921	-8.622059	8.630007	-0.002441
6.643357	-0.414588	-0.101587	-8.637319	8.647860	-0.004883
6.644356	-0.429847	-0.120661	-8.599171	8.610753	-0.000916
6.645355	-0.445106	-0.135920	-8.622059	8.634611	0.001526
6.646354	-0.494697	-0.143549	-8.629689	8.645048	0.000153
6.647353	-0.498512	-0.071069	-8.736502	8.751002	0.061646
6.648352	-0.532845	-0.021477	-8.705984	8.722302	0.003204
6.649351	-0.529030	0.028115	-8.454210	8.470793	0.002136
6.650350	-0.551919	0.054818	-8.385544	8.403867	-0.000916
6.651349	-0.540475	0.028115	-8.377915	8.395378	0.002441
6.652348	-0.567178	0.001411	-8.561023	8.579791	0.001526
6.653347	-0.578622	-0.063439	-8.713614	8.733034	-0.001831
6.654346	-0.464179	-0.055810	-8.683096	8.695673	0.038605
6.655345	-0.342107	-0.093957	-8.561023	8.568371	-0.001678
6.656344	-0.227665	-0.093957	-8.217695	8.221385	-0.000916
6.657343	-0.338293	-0.021477	-8.171918	8.178946	-0.002899
6.658342	-0.540475	0.073892	-8.194807	8.212943	-0.001068
6.659341	-0.647288	0.062448	-8.332138	8.357476	-0.002441
6.660340	-0.662547	0.016670	-8.446581	8.472542	-0.004120
6.661339	-0.685435	-0.010033	-8.622059	8.649268	0.003052
6.662338	-0.635843	-0.135920	-8.683095	8.707406	0.001221
6.663337	-0.502327	-0.223659	-8.789909	8.807091	0.000000
6.664336	-0.277256	-0.170253	-8.759391	8.765431	0.055390
6.665335	-0.227665	-0.143549	-8.744132	8.748273	0.003204
6.666334	-0.307774	-0.059625	-8.667837	8.673504	0.001526
6.667333	-0.456550	0.016670	-8.438951	8.451308	-0.001068
6.668332	-0.605325	0.077707	-8.301620	8.324023	0.002594
6.669331	-0.735027	0.035744	-8.301620	8.334173	0.001526
6.670330	-0.723583	-0.044366	-8.454210	8.485235	-0.001984
6.671329	-0.574807	-0.143549	-8.515246	8.535832	0.055848
6.672328	-0.464179	-0.151179	-8.637318	8.651103	-0.001221
6.673327	-0.353552	-0.048180	-8.561023	8.568456	-0.001831
6.674326	-0.315404	0.058633	-8.599171	8.605153	-0.001526
6.675325	-0.456550	0.142557	-8.499987	8.513433	-0.002289
6.676324	-0.612955	0.150187	-8.423692	8.447299	-0.002747
6.677323	-0.673991	0.092966	-8.362656	8.390287	-0.003662
6.678322	-0.712139	-0.086328	-8.377915	8.408570	0.030518
6.679321	-0.643473	-0.280880	-8.499987	8.528935	0.001831
6.680320	-0.475624	-0.315213	-8.667836	8.686597	0.000610
6.681319	-0.334478	-0.277066	-8.896722	8.907317	0.037537
6.682318	-0.323033	-0.124475	-9.003535	9.010188	0.003052
6.683317	-0.426032	0.062448	-8.927240	8.937618	0.002289
6.684316	-0.498512	0.161631	-8.728873	8.744590	-0.000610
6.685315	-0.605325	0.066262	-8.675466	8.696811	0.002594
6.686314	-0.593881	-0.013848	-8.477099	8.497887	0.000000
6.687313	-0.570993	-0.151179	-8.583912	8.604210	-0.000763
